"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.226673583E0,7.661068726E-1,3.637435913E-1,9.887239380E0,9.923544311E0
2.236704583E0,7.735913086E-1,3.561094666E-1,9.859097900E0,9.895810673E0
2.246736583E0,7.442523193E-1,3.556604004E-1,9.804910583E0,9.839546605E0
2.256767583E0,7.379653931E-1,3.198847961E-1,9.793683929E0,9.826655795E0
2.266798583E0,7.360194397E-1,2.820135498E-1,9.818232880E0,9.849819955E0
2.276830583E0,7.541317749E-1,2.607577515E-1,9.815688171E0,9.848068014E0
2.286861583E0,7.523355103E-1,2.665956116E-1,9.761201477E0,9.793780486E0
2.296893583E0,7.664062500E-1,2.706372070E-1,9.762848053E0,9.796623150E0
2.306924583E0,8.105644226E-1,2.661465454E-1,9.828262024E0,9.865220883E0
2.316956583E0,8.556207275E-1,2.401007080E-1,9.844727783E0,9.884755956E0
2.326987583E0,8.855584717E-1,2.216889954E-1,9.824519806E0,9.866840894E0
2.337019583E0,8.804690552E-1,1.902543640E-1,9.829309845E0,9.870499203E0
2.347050583E0,8.628057861E-1,1.826202393E-1,9.848619690E0,9.888027800E0
2.357081583E0,7.951464844E-1,2.427951050E-1,9.769284668E0,9.804597407E0
2.367113583E0,7.641609192E-1,2.911445618E-1,9.775870972E0,9.810013268E0
2.377144583E0,7.475454712E-1,3.507206726E-1,9.808203735E0,9.842900474E0
2.387176583E0,6.730004883E-1,4.340972900E-1,9.819580078E0,9.852183668E0
2.397207583E0,5.932164001E-1,5.209167480E-1,9.813742218E0,9.845445459E0
2.407239583E0,5.463638306E-1,6.158193970E-1,9.822274475E0,9.856714606E0
2.417270583E0,5.113366699E-1,6.487509155E-1,9.849068756E0,9.883648026E0
2.427302583E0,5.141807556E-1,6.644682312E-1,9.890382843E0,9.926004869E0
2.437333583E0,5.345384216E-1,6.390211487E-1,9.954299927E0,9.989102381E0
2.447364583E0,5.346881104E-1,5.770500183E-1,9.961934052E0,9.992947921E0
2.457396583E0,5.060975647E-1,5.122348022E-1,9.918075256E0,9.944181013E0
2.467427583E0,4.643344116E-1,4.631369019E-1,9.889634399E0,9.911355648E0
2.477459583E0,4.032614136E-1,3.760180664E-1,9.857750702E0,9.873158474E0
2.487490583E0,3.802093506E-1,3.234773254E-1,9.839039612E0,9.851695144E0
2.497522583E0,3.727249146E-1,2.787203979E-1,9.837393036E0,9.848396350E0
2.507553583E0,3.680845642E-1,2.436932373E-1,9.867330780E0,9.877200482E0
2.517584583E0,3.923341370E-1,2.059716797E-1,9.909093933E0,9.918996571E0
2.527616583E0,4.619393921E-1,2.152523804E-1,9.939031677E0,9.952088840E0
